USER        PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root          1  0.0  0.2 225780  8212 ?        Ss   5月17   0:09 /sbin/init splash
wang       2344  0.0  0.1 288756  6396 ?        Ssl  5月17   0:00 /usr/lib/gvfs/gvfs-gphoto2-volume-monitor
wang       2348  0.0  0.1 275968  4660 ?        Ssl  5月17   0:00 /usr/lib/gvfs/gvfs-mtp-volume-monitor
wang       2354  0.0  0.6 528016 25760 tty2     Sl+  5月17   0:01 /usr/lib/gnome-settings-daemon/gsd-power
wang       2358  0.0  0.2 349456  9788 tty2     Sl+  5月17   0:00 /usr/lib/gnome-settings-daemon/gsd-print-notifications
wang       2359  0.0  0.1 423488  5764 tty2     Sl+  5月17   0:00 /usr/lib/gnome-settings-daemon/gsd-rfkill
wang       2362  0.0  0.1 275876  5656 tty2     Sl+  5月17   0:00 /usr/lib/gnome-settings-daemon/gsd-screensaver-proxy
wang       2365  0.0  0.2 471624 11172 tty2     Sl+  5月17   0:00 /usr/lib/gnome-settings-daemon/gsd-sharing
wang       2370  0.0  0.2 343400  9160 tty2     Sl+  5月17   0:00 /usr/lib/gnome-settings-daemon/gsd-sound
wang       2375  0.0  0.5 505508 22672 tty2     Sl+  5月17   0:01 /usr/lib/gnome-settings-daemon/gsd-xsettings
wang       2378  0.0  0.6 441468 24596 tty2     Sl+  5月17   0:01 /usr/lib/gnome-settings-daemon/gsd-wacom
wang       2381  0.0  0.1 466752  7772 tty2     Sl+  5月17   0:00 /usr/lib/gnome-settings-daemon/gsd-smartcard
wang       2391  0.0  0.2 296948  8192 tty2     Sl+  5月17   0:00 /usr/lib/gnome-settings-daemon/gsd-a11y-settings
wang       2392  0.0  0.5 356620 21656 tty2     Sl+  5月17   0:01 /usr/lib/gnome-settings-daemon/gsd-clipboard
wang       2393  0.0  0.6 743428 25340 tty2     Sl+  5月17   0:15 /usr/lib/gnome-settings-daemon/gsd-color
wang       2395  0.0  0.5 482792 21912 tty2     Sl+  5月17   0:00 /usr/lib/gnome-settings-daemon/gsd-datetime
wang       2397  0.0  0.2 374988  8472 tty2     Sl+  5月17   0:07 /usr/lib/gnome-settings-daemon/gsd-housekeeping
wang       2398  0.0  0.5 508792 21852 tty2     Sl+  5月17   0:01 /usr/lib/gnome-settings-daemon/gsd-keyboard
wang       2399  0.0  0.5 1090520 23680 tty2    Sl+  5月17   0:01 /usr/lib/gnome-settings-daemon/gsd-media-keys
wang       2402  0.0  0.1 296956  7824 tty2     Sl+  5月17   0:00 /usr/lib/gnome-settings-daemon/gsd-mouse
wang       2423  0.0  0.3 508900 12192 tty2     Sl+  5月17   0:00 /usr/lib/gnome-settings-daemon/gsd-printer
wang       2452  0.0  2.3 1166740 96240 tty2    Sl+  5月17   0:11 nautilus-desktop
wang       2459  0.0  4.6 1444384 187668 tty2   SLl+ 5月17   0:14 /usr/bin/gnome-software --gapplication-service
wang       2460  0.0  0.1 271928  6072 tty2     Sl+  5月17   0:00 /usr/lib/gnome-disk-utility/gsd-disk-utility-notify
wang       2466  0.1  0.3 188176 13228 tty2     S+   5月17   1:33 /usr/lib/vmware-tools/sbin64/vmtoolsd -n vmusr --blockFd 3
wang       2468  0.0  1.3 893960 55008 ?        Ssl  5月17   0:00 /usr/lib/evolution/evolution-calendar-factory
wang       2484  0.0  0.2 384420  9336 ?        Sl   5月17   0:01 /usr/lib/gvfs/gvfsd-trash --spawner :1.9 /org/gtk/gvfs/exec_spaw/0
wang       2514  0.0  0.2 242876  9780 tty2     Sl   5月17   0:00 /usr/lib/ibus/ibus-engine-libpinyin --ibus
wang       2525  0.0  0.1 188032  5188 ?        Sl   5月17   0:00 /usr/lib/dconf/dconf-service
wang       2528  0.0  1.2 1142208 50300 ?       Sl   5月17   0:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx2468x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/2468/2
wang       2549  0.0  0.3 735268 15380 ?        Ssl  5月17   0:00 /usr/lib/evolution/evolution-addressbook-factory
wang       2563  0.0  0.4 1026528 18428 ?       Sl   5月17   0:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx2549x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/2549/2
wang       2590  0.0  0.1 204644  5712 ?        Ssl  5月17   0:00 /usr/lib/gvfs/gvfsd-metadata
wang       2594  0.0  0.1  80128  5552 ?        S    5月17   0:00 /usr/lib/x86_64-linux-gnu/gconf/gconfd-2
wang       2599  0.1 23.4 4130616 939704 ?      Sl   5月17   1:50 sogou-qimpanel
root       2616  0.0  0.4 564712 17608 ?        Ssl  5月17   0:03 /usr/lib/fwupd/fwupd
wang       2760  0.0  0.4  83924 19088 ?        S    5月17   0:03 /usr/bin/python3 /home/wang/.local/bin/powerline-daemon -q
wang       3262  0.0  0.6 621840 26072 tty2     Sl+  5月17   0:02 update-notifier
wang       3541  0.0  0.4 101448516 19084 tty2  Sl+  5月17   0:00 /usr/lib/deja-dup/deja-dup-monitor
wang       4811  0.0  0.3 318584 15948 tty2     SLl+ 5月17   0:03 ss-qt5
wang       4814  0.0  0.0      0     0 tty2     Z+   5月17   0:00 [Shadowsocks-Qt5] <defunct>
wang       4817  0.0  0.0  21884  1760 ?        Ssl  5月17   0:02 /home/wang/snap/Shadowsocks-Qt5-3.0.0-x86_64.AppImage
wang       5270  0.0  0.2 359780  9328 ?        Sl   5月17   0:00 /usr/lib/gvfs/gvfsd-http --spawner :1.9 /org/gtk/gvfs/exec_spaw/1
wang       6535  0.0  0.0  11304  3392 ?        S    00:28   0:00 /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
wang      13520  0.0  0.2 446136 10036 ?        Ssl  03:56   0:00 /usr/bin/zeitgeist-daemon
wang      13536  0.0  0.2 331048 11032 ?        Ssl  03:56   0:00 /usr/lib/zeitgeist/zeitgeist/zeitgeist-fts
root      17415  0.0  0.0      0     0 ?        I    08:02   0:02 [kworker/1:0]
wang      17593  0.2  1.2 700048 50064 ?        Ssl  08:03   1:09 /usr/lib/gnome-terminal/gnome-terminal-server
wang      17600  0.0  0.1  31416  7024 pts/0    Ss   08:03   0:02 bash
root      20470  0.0  0.2 108208  8720 ?        Ss   12:26   0:00 /usr/sbin/cupsd -l
root      20471  0.0  0.2 303648 10968 ?        Ssl  12:26   0:00 /usr/sbin/cups-browsed
root      20917  0.0  0.0      0     0 ?        I    12:33   0:00 [kworker/5:0]
root      21212  0.0  0.0      0     0 ?        I    12:34   0:01 [kworker/0:3]
root      23695  0.0  0.0      0     0 ?        I<   14:09   0:00 [kworker/u257:1]
root      23696  0.0  0.0      0     0 ?        I<   14:09   0:00 [kworker/u257:2]
root      24034  0.0  0.0      0     0 ?        I    14:34   0:00 [kworker/5:1]
wang      24822  0.0  0.1  30048  5352 pts/1    Ss   15:27   0:00 bash
wang      24852  0.0  0.1  28664  4108 pts/1    S+   15:27   0:00 man fork
wang      24862  0.0  0.0  16956   972 pts/1    S+   15:27   0:00 pager
root      25704  0.0  0.0      0     0 ?        I    16:01   0:04 [kworker/7:0]
root      25713  0.0  0.1  25656  6100 ?        S    16:01   0:00 /sbin/dhclient -d -q -sf /usr/lib/NetworkManager/nm-dhcp-helper -pf /run/dhclient-ens33.pid -lf /var/lib/NetworkManager/dhclient-ad098b5f-a890-3d66-8fa5-ac0037d86a48-ens33.lease -cf /var/lib/NetworkManager/dhclient-ens33.conf ens33
root      25817  0.0  0.0      0     0 ?        I    16:06   0:00 [kworker/3:2]
root      26010  0.0  0.0      0     0 ?        I    16:28   0:00 [kworker/2:0]
root      26609  0.0  0.0      0     0 ?        I    16:37   0:00 [kworker/6:2]
root      27426  0.0  0.0      0     0 ?        I    16:56   0:00 [kworker/4:0]
root      27586  0.0  0.0      0     0 ?        I    17:03   0:00 [kworker/u256:2]
root      27588  0.0  0.0      0     0 ?        I    17:04   0:00 [kworker/1:2]
root      27637  0.0  0.0      0     0 ?        I    17:06   0:00 [kworker/7:2]
root      27657  0.0  0.0      0     0 ?        I    17:11   0:00 [kworker/0:0]
root      27670  0.0  0.0      0     0 ?        I    17:17   0:00 [kworker/u256:0]
root      27681  0.0  0.0      0     0 ?        I    17:20   0:00 [kworker/6:1]
root      27688  0.0  0.0      0     0 ?        I    17:21   0:00 [kworker/4:1]
root      27784  0.0  0.0      0     0 ?        I    17:25   0:00 [kworker/u256:1]
wang      27827  0.0  0.0  46776  3620 pts/0    R+   17:29   0:00 ps -aux
